63,activityrecognition,vehicle,46
14077,android.sensor.accelerometer,-2.9879637,-8.983045,4.5394063
14127,android.sensor.accelerometer,-2.7102363,-9.107543,5.267244
14177,android.sensor.accelerometer,-2.1547816,-8.561666,4.309563
14227,android.sensor.accelerometer,-2.2697031,-8.532935,2.9113493
14278,android.sensor.accelerometer,-2.0494366,-8.475474,2.815581
14328,android.sensor.accelerometer,-1.8866309,-8.695741,3.8594532
14378,android.sensor.geomagnetic_rotation_vector,-0.188608,-0.510905,0.836946,0.054053,0.0
14428,android.sensor.rotation_vector,-0.198672,-0.449411,0.868228,0.068837,0.0
14480,android.sensor.game_rotation_vector,-0.459584,-0.197792,0.559672,0.660626
14530,android.sensor.gyroscope,-0.5290093,-0.41416663,-0.28099802
14581,android.sensor.game_rotation_vector,-0.460549,-0.245081,0.555037,0.647891
14637,android.sensor.accelerometer,-2.0398598,-8.868123,4.8362875
14685,android.sensor.orientation,190.59,66.84,-11.429999
14738,android.sensor.accelerometer,-1.6280571,-8.494628,2.5570073
14790,android.sensor.accelerometer,-1.8483237,-8.628703,3.1411927
14838,android.sensor.geomagnetic_rotation_vector,0.128792,0.55273,-0.823336,0.004275,0.0
14939,android.sensor.linear_acceleration,-0.466,0.2913,0.5828
14990,android.sensor.gyroscope,0.1001819,-1.59558,-0.68539083
15042,android.sensor.orientation,178.29,66.479996,-7.0499997
15093,android.sensor.gyroscope,0.19303341,-0.36041048,-0.6072
15143,android.sensor.orientation,177.56999,64.06,-2.24
15197,android.sensor.accelerometer,-1.685518,-11.789049,3.0933087
15247,android.sensor.accelerometer,-1.4173675,-9.32781,6.081272
15297,android.sensor.accelerometer,-2.1547816,-9.212888,3.3901896
15347,android.sensor.accelerometer,-2.1452048,-8.446744,2.8538885
15398,android.sensor.accelerometer,-3.4476504,-9.787497,2.825158
15449,android.sensor.game_rotation_vector,-0.509822,-0.311149,0.612868,0.517358
15500,android.sensor.game_rotation_vector,-0.514642,-0.311606,0.615607,0.508991
15550,android.sensor.magnetic_field_uncalibrated,145.5,189.375,148.4375,132.0,159.875,180.6875
15602,android.sensor.orientation,179.39,73.29,-19.91
15657,android.sensor.accelerometer,-4.10845,-7.565677,1.8962077
15708,android.sensor.accelerometer,-2.7581203,-7.5848308,3.7924154
-15756,sound,53.89210397867138
15808,android.sensor.accelerometer,-3.86903,-6.7324953,1.1587936
15857,android.sensor.accelerometer,-3.1890767,-6.5984197,4.1371803
15907,android.sensor.accelerometer,-6.6271505,-9.3661175,2.2601264
15958,android.sensor.geomagnetic_rotation_vector,0.155772,0.624086,-0.725909,0.243531,0.0
16009,android.sensor.game_rotation_vector,-0.534766,-0.264343,0.665586,0.448489
16060,android.sensor.game_rotation_vector,-0.532743,-0.262587,0.659057,0.461384
16110,android.sensor.magnetic_field,16.4375,30.25,-33.75
16163,android.sensor.game_rotation_vector,-0.544964,-0.254865,0.644149,0.472364
16217,android.sensor.accelerometer,-3.620033,-8.24563,0.9672575
16267,android.sensor.accelerometer,-2.96881,-8.169016,0.1436521
16317,android.sensor.accelerometer,-3.5242648,-8.37013,4.185065
16367,android.sensor.accelerometer,-3.9264908,-8.293514,4.76925
16417,android.sensor.accelerometer,-1.6663644,-7.07726,4.3287168
16467,android.sensor.accelerometer,-3.083732,-7.9583263,2.5187001
16520,android.sensor.accelerometer,-2.873042,-8.772355,4.0318356
16569,android.sensor.game_rotation_vector,-0.500265,-0.247425,0.593925,0.579454
16620,android.sensor.game_rotation_vector,-0.520855,-0.258308,0.582416,0.568134
16672,android.sensor.orientation,190.04,73.86,-18.92
16727,android.sensor.accelerometer,-2.6623523,-9.203311,2.681506
16777,android.sensor.accelerometer,-3.169923,-8.465898,1.5897499
16827,android.sensor.accelerometer,-2.9400797,-8.916007,1.2066777
16879,android.sensor.accelerometer,-3.6296098,-9.892841,2.1547816
16977,android.sensor.accelerometer,-3.9456444,-8.7532015,1.091756
17027,android.sensor.accelerometer,-3.620033,-7.9008656,2.6623523
17077,android.sensor.accelerometer,-4.10845,-6.8569937,2.767697
17127,android.sensor.accelerometer,-3.41892,-7.9008656,3.169923
17178,android.sensor.rotation_vector,0.223443,0.494762,-0.839651,0.016402,0.0
17230,android.sensor.game_rotation_vector,-0.496906,-0.204176,0.590088,0.602654
17283,android.sensor.game_rotation_vector,-0.474616,-0.23032899,0.564746,0.634624
17337,android.sensor.accelerometer,-2.0590134,-8.149862,2.1547816
17391,android.sensor.accelerometer,-2.719813,-7.0102224,4.7788267
17440,android.sensor.game_rotation_vector,-0.432457,-0.254404,0.547066,0.670057
17488,android.sensor.geomagnetic_rotation_vector,-0.109698,-0.502196,0.857283,0.028805,0.0
17545,android.sensor.game_rotation_vector,-0.396751,-0.239175,0.559161,0.687547
17648,android.sensor.accelerometer,-1.3024458,-6.4739213,4.8841715
17752,android.sensor.accelerometer,-2.2026656,-5.6120086,5.813122
18007,android.sensor.accelerometer,-4.999093,-9.461885,6.253655
18058,android.sensor.geomagnetic_rotation_vector,-0.158464,-0.345114,0.924685,0.027255,0.0
18110,android.sensor.game_rotation_vector,-0.373014,-0.101833,0.662754,0.641285
18162,android.sensor.game_rotation_vector,-0.39075,-0.120133996,0.655594,0.634883
18218,android.sensor.accelerometer,-2.2888567,-6.397307,7.431602
18266,android.sensor.orientation,184.73999,45.899998,-18.74
18318,android.sensor.accelerometer,-3.6104562,-8.494628,6.5601125
18369,android.sensor.linear_acceleration,-0.7549,-0.5694,-0.7127
18420,android.sensor.game_rotation_vector,-0.344997,-0.136798,0.614639,0.696046
18471,android.sensor.magnetic_field,14.25,9.75,-41.0625
18522,android.sensor.orientation,192.64,39.54,-11.54
18577,android.sensor.accelerometer,-0.7661445,-9.825804,7.920019
18623,android.sensor.orientation,195.83,43.51,-5.2799997
18789,android.sensor.game_rotation_vector,-0.348809,-0.194058,0.504241,0.765776
18837,android.sensor.accelerometer,0.009576807,-5.3725886,7.3645644
18887,android.sensor.accelerometer,-0.4405331,-6.8665705,7.9870567
18937,android.sensor.accelerometer,-0.23942018,-8.418014,10.1226845
18987,android.sensor.accelerometer,-1.0151415,-8.331821,9.528923
19037,android.sensor.accelerometer,-0.63206923,-7.6135616,8.437167
19087,android.sensor.accelerometer,-0.16280572,-5.813122,8.580819
19138,android.sensor.linear_acceleration,-0.2139,-0.457,-0.2298
19190,android.sensor.game_rotation_vector,-0.14341,-0.13692,0.460547,0.865206
19241,android.sensor.magnetic_field_uncalibrated,136.0,157.9375,139.625,132.0,159.875,180.6875
19294,android.sensor.orientation,207.78,14.87,9.599999
19348,android.sensor.accelerometer,2.566584,-1.541866,8.887277
19398,android.sensor.accelerometer,0.8619126,-1.0247183,8.868123
19451,android.sensor.game_rotation_vector,-0.004798,-0.123002,0.457767,0.880509
19501,android.sensor.magnetic_field_uncalibrated,134.5,151.3125,139.625,132.0,159.875,180.6875
19553,android.sensor.orientation,214.0,5.6,11.32
19608,android.sensor.accelerometer,2.6623523,-0.9864111,9.653421
19657,android.sensor.accelerometer,1.6567876,-0.6703765,10.04607
19711,android.sensor.geomagnetic_rotation_vector,0.072335,-0.093565,0.916669,0.381746,0.0
19764,android.sensor.orientation,220.87,3.79,10.84
19817,android.sensor.accelerometer,1.4077905,-0.25857377,9.174581
19867,android.sensor.accelerometer,2.1739352,-0.45010993,8.868123
19917,android.sensor.accelerometer,3.1316159,0.40222588,9.251195
-19966,sound,-Infinity
20017,android.sensor.accelerometer,-0.31603462,0.30645782,10.745177
20068,android.sensor.geomagnetic_rotation_vector,0.011231,-0.005131,0.860341,0.509568,0.0
20120,android.sensor.game_rotation_vector,-4.79E-4,-0.083066,0.305106,0.948688
20223,android.sensor.orientation,237.18,10.059999,3.36
20277,android.sensor.accelerometer,0.58418524,-2.087744,12.555194
20329,android.sensor.accelerometer,-4.8937483,-1.0247183,10.965444
20433,android.sensor.game_rotation_vector,-0.070957,-0.052071,0.254458,0.96307
20500,android.sensor.accelerometer,-0.7182605,-2.834735,9.892841
20555,android.sensor.geomagnetic_rotation_vector,-0.058421,-0.107189,0.869723,0.478203,0.0
20601,android.sensor.magnetic_field_uncalibrated,148.4375,155.75,137.4375,132.0,159.875,180.6875
20659,android.sensor.accelerometer,0.35434186,-2.231396,9.825804
20707,android.sensor.accelerometer,-1.7142484,-2.2697031,11.492168
20766,android.sensor.game_rotation_vector,-0.072737,-0.018201,0.405952,0.910813
20807,android.sensor.accelerometer,1.8866309,-1.3024458,8.848969
20857,android.sensor.accelerometer,1.2449849,-1.6663644,8.647857
20907,android.sensor.accelerometer,-2.0207062,-5.5162406,8.178593
20957,android.sensor.accelerometer,-0.7565677,2.135628,8.360553
21008,android.sensor.accelerometer,-0.1436521,-1.340753,12.200851
21058,android.sensor.geomagnetic_rotation_vector,-0.065684,-0.049088,0.950771,0.298846,0.0
21109,android.sensor.game_rotation_vector,-0.035808,-0.030571,0.451505,0.891025
21160,android.sensor.game_rotation_vector,-0.02229,-0.045898,0.464177,0.884271
21209,android.sensor.gyroscope,0.09285152,-0.27855456,0.09162979
21260,android.sensor.magnetic_field_uncalibrated,142.5625,146.25,141.125,132.0,159.875,180.6875
21311,android.sensor.orientation,217.36,3.9599998,2.76
21361,android.sensor.orientation,214.7,5.1,-0.22999999
21417,android.sensor.accelerometer,0.06703765,-2.7964275,11.33894
-21466,sound,-Infinity
21518,android.sensor.accelerometer,1.9919758,-3.6104562,7.536947
21567,android.sensor.accelerometer,2.873042,-0.31603462,8.456321
21617,android.sensor.accelerometer,2.9592333,-1.0726024,7.5848308
21667,android.sensor.accelerometer,0.37349546,-3.0454245,7.536947
21717,android.sensor.accelerometer,-0.34476504,-4.2425256,7.881712
21767,android.sensor.accelerometer,-0.8810662,-3.217807,9.442732
21818,android.sensor.geomagnetic_rotation_vector,-0.120694,-0.187779,0.934064,0.278737,0.0
21871,android.sensor.game_rotation_vector,-0.283734,-0.064873,0.493471,0.819617
21920,android.sensor.game_rotation_vector,-0.316215,-0.078298,0.48370498,0.81234497
21971,android.sensor.gyroscope_uncalibrated,-0.78801614,-0.073303826,-0.5412266,0.012217305,0.04642576,-0.0012217305
22095,android.sensor.accelerometer,0.10534488,-5.66947,8.791509
22137,android.sensor.accelerometer,-0.22026655,-3.9264908,8.082825
22187,android.sensor.accelerometer,-0.38307226,-6.7612257,8.178593
22240,android.sensor.game_rotation_vector,-0.302216,-0.14380799,0.511978,0.791114
22290,android.sensor.magnetic_field_uncalibrated,145.5,169.625,138.9375,132.0,159.875,180.6875
22341,android.sensor.gyroscope_uncalibrated,0.15271631,0.3286455,-0.18203785,0.012217305,0.04642576,-0.0012217305
22393,android.sensor.orientation,211.98,35.52,-5.0299997
22450,android.sensor.accelerometer,-2.4037786,-5.5641246,7.565677
22507,android.sensor.accelerometer,-1.5610195,-5.583278,7.651869
22544,android.sensor.rotation_vector,-0.117348,-0.279139,0.918533,0.254178,0.0
22596,android.sensor.magnetic_field,12.75,8.3125,-42.5
22649,android.sensor.accelerometer,-0.2873042,-5.535394,7.2687964
22701,android.sensor.accelerometer,-1.9728222,-6.694188,7.8529816
22749,android.sensor.game_rotation_vector,-0.298355,-0.157267,0.49490198,0.800826
22902,android.sensor.accelerometer,0.38307226,-6.6079965,8.197746
22951,android.sensor.game_rotation_vector,-0.344214,-0.231987,0.51744,0.7483
23002,android.sensor.game_rotation_vector,-0.332816,-0.255542,0.513296,0.748637
23051,android.sensor.magnetic_field_uncalibrated,134.5,180.5625,141.125,132.0,159.875,180.6875
23104,android.sensor.game_rotation_vector,-0.319012,-0.256198,0.493842,0.767276
23157,android.sensor.accelerometer,2.9975405,-5.9567738,6.895301
23207,android.sensor.accelerometer,1.7429788,-8.552089,5.257667
23257,android.sensor.accelerometer,1.1683705,-7.632715,5.6120086
23307,android.sensor.accelerometer,0.90979666,-6.14831,7.1634517
23408,android.sensor.geomagnetic_rotation_vector,-0.104351,-0.341366,0.896151,0.263612,0.0
23408,android.sensor.rotation_vector,-0.113201,-0.331418,0.87386,0.337218,0.0
23460,android.sensor.game_rotation_vector,-0.325789,-0.13366,0.399216,0.846535
23561,android.sensor.gyroscope_uncalibrated,-1.4721853,0.45081854,-0.46670106,0.012217305,0.04642576,-0.0012217305
23617,android.sensor.accelerometer,2.1164744,-4.2999864,6.4643445
23675,android.sensor.accelerometer,1.2641385,-8.389283,7.1634517
23721,android.sensor.accelerometer,1.685518,-6.244078,6.0621185
23767,android.sensor.accelerometer,1.283292,-7.2304893,5.171476
23918,android.sensor.accelerometer,-0.34476504,-10.151415,6.531382
23919,android.sensor.linear_acceleration,-0.6969,-2.5822,1.3716999
23969,android.sensor.rotation_vector,-0.161713,-0.454567,0.824793,0.294843,0.0
24022,android.sensor.game_rotation_vector,-0.446294,-0.218114,0.409751,0.765082
24077,android.sensor.accelerometer,-2.1452048,-8.418014,4.55856
24127,android.sensor.accelerometer,-2.1739352,-8.868123,4.261679
24177,android.sensor.accelerometer,-1.8195933,-7.4603324,4.960786
24222,android.sensor.geomagnetic_rotation_vector,-0.248649,-0.39596,0.843234,0.265223,0.0
24281,android.sensor.gyroscope,0.18203785,0.5522222,-0.344528
24337,android.sensor.accelerometer,-3.371036,-7.776367,4.7979803
24384,android.sensor.orientation,226.25,62.129997,-13.54
24441,android.sensor.accelerometer,-2.5187001,-7.728483,5.391742
24484,android.sensor.orientation,229.73999,63.309998,-14.11
24537,android.sensor.accelerometer,-2.3080103,-8.580819,4.271256
24587,android.sensor.accelerometer,-3.4572272,-9.356541,5.353435
24638,android.sensor.accelerometer,-3.4955344,-11.013328,4.5872903
24688,android.sensor.accelerometer,-3.9743748,-8.303091,5.21936
24741,speed,0.0,6.0
24788,android.sensor.geomagnetic_rotation_vector,-0.357029,-0.446577,0.781997,0.248151,0.0
24838,android.sensor.gyroscope_uncalibrated,-0.15760323,-0.12339478,0.3371976,0.012217305,0.04642576,-0.0012217305
24889,android.sensor.game_rotation_vector,-0.54930997,-0.045486,0.334678,0.764316
24940,android.sensor.game_rotation_vector,-0.553413,-0.055541,0.327638,0.76374197
24991,android.sensor.orientation,236.51,67.1,-14.58
25042,android.sensor.orientation,235.87,67.939995,-11.059999
25097,android.sensor.accelerometer,-0.45010993,-8.925584,2.9496565
25147,android.sensor.accelerometer,0.4213795,-9.222465,2.9113493
25197,android.sensor.accelerometer,0.19153613,-9.193734,4.1276035
25247,android.sensor.accelerometer,0.35434186,-8.283937,3.916914
25297,android.sensor.accelerometer,1.9728222,-7.4124484,3.3518825
25347,android.sensor.accelerometer,2.183512,-9.050082,2.9783869
25397,android.sensor.accelerometer,0.9959879,-8.647857,4.596867
25448,android.sensor.accelerometer,1.5993267,-8.7053175,3.169923
25500,android.sensor.game_rotation_vector,-0.506679,-0.209776,0.308045,0.777417
25600,android.sensor.gyroscope,-0.26511553,0.6597345,0.6976081
25651,android.sensor.orientation,234.31,68.36,-8.179999
25752,android.sensor.orientation,233.58,69.86,-11.639999
25957,android.sensor.accelerometer,-2.4995465,-10.381259,2.2697031
26007,android.sensor.accelerometer,-1.9440918,-9.844957,1.8195933
26057,android.sensor.accelerometer,-1.7142484,-9.9790325,3.2082303
26108,android.sensor.geomagnetic_rotation_vector,-0.248634,-0.540904,0.772729,0.220211,0.0
26158,android.sensor.gravity,-1.0977,-9.4254,2.4749
26209,android.sensor.game_rotation_vector,-0.567695,-0.231451,0.368138,0.699018
26260,android.sensor.game_rotation_vector,-0.559832,-0.239539,0.372253,0.700454
26310,android.sensor.gyroscope,0.14172074,0.50823987,-0.13927728
26367,android.sensor.game_rotation_vector,-0.558515,-0.228726,0.361955,0.710445
26417,android.sensor.accelerometer,-0.6512229,-6.943185,6.2823853
-26466,sound,-Infinity
26518,android.sensor.accelerometer,-0.2777274,-10.94629,2.9975405
26568,android.sensor.accelerometer,-0.23942018,-8.734048,5.0182467
26620,android.sensor.game_rotation_vector,-0.446999,-0.199739,0.38115,0.784231
26670,android.sensor.game_rotation_vector,-0.483381,-0.219,0.360326,0.767168
26721,android.sensor.game_rotation_vector,-0.51656,-0.221999,0.33330598,0.756827
26777,android.sensor.accelerometer,0.7086837,-8.6574335,3.169923
26827,android.sensor.accelerometer,0.30645782,-8.714894,2.0015526
26877,android.sensor.accelerometer,-0.05746084,-8.571242,3.064578
26927,android.sensor.accelerometer,0.641646,-8.111555,4.8841715
26977,android.sensor.accelerometer,1.9249382,-9.481039,3.3423057
27027,android.sensor.accelerometer,2.030283,-10.065224,4.6351743
27077,android.sensor.accelerometer,0.94810385,-10.333375,3.7828386
27128,android.sensor.geomagnetic_rotation_vector,-0.235854,-0.453878,0.745215,0.427808,0.0
27179,android.sensor.geomagnetic_rotation_vector,-0.28493,-0.388768,0.672598,0.561502,0.0
27230,android.sensor.game_rotation_vector,-0.52592,-0.136766,0.287816,0.788584
27285,android.sensor.orientation,234.84999,66.54,-3.87
27338,android.sensor.accelerometer,-1.6567876,-5.650316,4.5394063
27388,android.sensor.accelerometer,0.90979666,-6.531382,5.746084
27441,android.sensor.geomagnetic_rotation_vector,-0.215961,-0.518821,0.719299,0.408404,0.0
27492,android.sensor.orientation,230.04,66.409996,1.29
27547,android.sensor.accelerometer,0.076614454,-9.921572,6.4739213
27597,android.sensor.accelerometer,-0.2873042,-8.935161,6.540959
27647,android.sensor.accelerometer,1.3120226,-9.662998,7.374141
27697,android.sensor.accelerometer,1.8483237,-8.686164,6.7612257
27749,android.sensor.accelerometer,0.0,-9.3182335,6.339846
27800,android.sensor.game_rotation_vector,-0.335354,-0.190161,0.368866,0.845762
27850,android.sensor.gyroscope_uncalibrated,1.6957619,-0.8063421,-0.54733527,0.012217305,0.04642576,-0.0012217305
27901,android.sensor.magnetic_field_uncalibrated,141.8125,174.75,139.625,132.0,159.875,180.6875
27957,android.sensor.accelerometer,1.6663644,-5.5258174,7.1826053
28003,android.sensor.orientation,222.48,32.54,6.23
28057,android.sensor.accelerometer,0.62249243,-5.841852,7.881712
28107,android.sensor.accelerometer,0.22026655,-4.156334,8.762778
28157,android.sensor.accelerometer,1.1587936,-4.6160207,8.7532015
28207,android.sensor.accelerometer,1.1683705,-4.2042184,8.274361
28257,android.sensor.accelerometer,1.5897499,-4.548983,9.059659
28308,android.sensor.geomagnetic_rotation_vector,-0.014434,-0.224886,0.929562,0.291774,0.0
28358,android.sensor.rotation_vector,-0.011832,-0.202708,0.92588097,0.318611,0.0
28410,android.sensor.game_rotation_vector,-0.141254,-0.12305,0.426936,0.884664
28460,android.sensor.game_rotation_vector,-0.145366,-0.116286,0.427153,0.884808
28512,android.sensor.orientation,218.87,22.09,4.3199997
28562,android.sensor.orientation,221.76,22.24,3.3899999
28617,android.sensor.accelerometer,-1.2449849,-4.453215,8.0445175
28667,android.sensor.accelerometer,-0.9959879,-5.133168,9.682152
28717,android.sensor.accelerometer,1.1587936,-3.2752678,8.408437
28767,android.sensor.accelerometer,-12.334928,-4.7979803,38.26892
28817,android.sensor.accelerometer,3.122039,-4.453215,5.544971
28867,android.sensor.accelerometer,0.38307226,-7.153875,9.232041
28968,android.sensor.accelerometer,0.20111294,-5.3342814,9.11712
29069,android.sensor.game_rotation_vector,-0.231669,-0.153777,0.416541,0.86554897
29070,android.sensor.magnetic_field_uncalibrated,140.375,167.4375,138.1875,132.0,159.875,180.6875
29121,android.sensor.gyroscope,0.56199604,-0.14172074,-0.31520647
29172,android.sensor.orientation,217.06999,28.32,5.95
29225,android.sensor.orientation,217.97,25.97,7.5099998
29280,android.sensor.accelerometer,2.135628,-4.5202527,9.11712
29330,android.sensor.game_rotation_vector,-0.108489,-0.183102,0.389292,0.896189
29382,android.sensor.game_rotation_vector,-0.081267,-0.185708,0.375333,0.904451
29438,android.sensor.accelerometer,2.9975405,-1.9536686,8.619126
29539,android.sensor.accelerometer,2.087744,-0.9576807,7.680599
29643,android.sensor.orientation,231.92,7.6099997,19.77
29698,android.sensor.accelerometer,2.8060043,-1.1683705,7.967903
29747,speed,0.0,6.0
29797,android.sensor.accelerometer,2.0590134,-2.0398598,9.892841
29847,android.sensor.accelerometer,1.7142484,-2.681506,9.739613
29897,android.sensor.accelerometer,1.8195933,-3.5338416,9.050082
29948,android.sensor.geomagnetic_rotation_vector,-0.009672,-0.204216,0.894078,0.398529,0.0
29998,android.sensor.rotation_vector,0.01833,-0.190779,0.850588,0.489659,0.0
30050,android.sensor.game_rotation_vector,-0.121655,-0.152142,0.254844,0.947157
30100,android.sensor.game_rotation_vector,-0.123532,-0.152388,0.256818,0.946341
30152,android.sensor.orientation,236.89,19.029999,11.46
30208,android.sensor.accelerometer,1.8004397,-3.2273839,9.662998
-30256,sound,86.26890740852828
30307,android.sensor.accelerometer,1.685518,-3.0262709,9.442732
30358,android.sensor.accelerometer,1.8866309,-2.432509,9.605537
30410,android.sensor.game_rotation_vector,-0.087027,-0.14154,0.313665,0.934883
30461,android.sensor.magnetic_field,5.4375,-1.25,-44.0
30513,android.sensor.orientation,229.95,13.61,14.389999
30568,android.sensor.accelerometer,1.3694834,-2.0015526,12.421119
30618,android.sensor.accelerometer,3.6774938,-0.5363012,6.157887
30673,android.sensor.gyroscope_uncalibrated,-0.3408628,0.21013765,-0.29565877,0.012217305,0.04642576,-0.0012217305
30726,android.sensor.orientation,230.86,14.179999,13.79
30776,android.sensor.rotation_vector,0.048864,-0.162191,0.883416,0.4369,0.0
30827,android.sensor.accelerometer,2.3942018,-2.4612393,9.308656
30877,android.sensor.accelerometer,2.078167,-2.8538885,8.810662
30927,android.sensor.accelerometer,2.5474305,-2.135628,8.590396
30978,android.sensor.linear_acceleration,0.6203,0.5535,-0.8804
31030,android.sensor.game_rotation_vector,-0.08123,-0.162118,0.352561,0.918051
31080,android.sensor.game_rotation_vector,-0.086924,-0.162419,0.354444,0.916751
31132,android.sensor.orientation,227.36,17.09,13.009999
31183,android.sensor.orientation,227.20999,17.74,12.73
31237,android.sensor.accelerometer,0.4213795,-4.271256,8.628703
31287,android.sensor.accelerometer,2.873042,-1.7525556,9.423578
31337,android.sensor.accelerometer,2.4420857,-3.074155,9.241618
31387,android.sensor.accelerometer,2.2409728,-2.480393,8.916007
31437,android.sensor.accelerometer,2.719813,-2.183512,9.040505
31488,android.sensor.geomagnetic_rotation_vector,0.077585,-0.180169,0.85807997,0.474571,0.0
31540,android.sensor.game_rotation_vector,-0.077259,-0.179401,0.391211,0.899332
31590,android.sensor.game_rotation_vector,-0.091475,-0.178783,0.38273498,0.901766
31640,android.sensor.gyroscope,-0.31887165,0.63407815,-0.22357668
31692,android.sensor.orientation,225.59999,20.84,9.96
31746,android.sensor.orientation,225.83,21.32,9.82
31797,android.sensor.accelerometer,0.842759,-4.357447,8.858546
31948,android.sensor.geomagnetic_rotation_vector,0.006806,-0.22128099,0.911131,0.347601,0.0
31998,android.sensor.rotation_vector,-0.001629,-0.221292,0.906197,0.360322,0.0
32049,android.sensor.game_rotation_vector,-0.148702,-0.158037,0.397321,0.891654
32100,android.sensor.game_rotation_vector,-0.142116,-0.151591,0.395011,0.894868
32152,android.sensor.orientation,222.95,22.26,8.53
32203,android.sensor.orientation,223.95999,23.269999,6.91
-32257,sound,84.97172487710209
32307,android.sensor.accelerometer,1.0726024,-3.6008794,8.801085
32359,android.sensor.accelerometer,0.62249243,-3.5338416,9.14585
32410,android.sensor.magnetic_field_uncalibrated,138.9375,168.1875,140.375,132.0,159.875,180.6875
32462,android.sensor.orientation,223.65,28.57,5.5699997
32513,android.sensor.orientation,223.08,29.14,5.21
32618,android.sensor.accelerometer,0.92895025,-6.3589997,9.969456
32668,android.sensor.linear_acceleration,2.2453,4.409,-3.6985
32721,android.sensor.game_rotation_vector,-0.203532,-0.133022,0.415115,0.876674
32772,android.sensor.orientation,220.11,27.4,2.8899999
32822,android.sensor.orientation,220.26,25.88,1.2099999
32873,android.sensor.orientation,221.15999,24.039999,0.11
32927,android.sensor.accelerometer,-1.3311762,-3.2465374,3.6870706
32978,android.sensor.accelerometer,-1.7812861,-5.5737014,14.719552
33028,android.sensor.accelerometer,-0.17238252,-4.673482,9.270349
33079,android.sensor.accelerometer,0.78529817,-5.995081,7.7667904
33131,android.sensor.game_rotation_vector,-0.277172,-0.137558,0.394154,0.865387
33182,android.sensor.gyroscope_uncalibrated,-0.37873647,-0.07086037,0.13927728,0.012217305,0.04642576,-0.0012217305
33238,android.sensor.accelerometer,0.038307227,-6.3111157,7.7667904
33288,android.sensor.accelerometer,-0.8619126,-6.7324953,8.264784
33341,android.sensor.game_rotation_vector,-0.320394,-0.150569,0.386108,0.851819
33392,android.sensor.game_rotation_vector,-0.323566,-0.156402,0.381586,0.851607
33547,android.sensor.accelerometer,-0.6895301,-7.9583263,8.437167
33548,android.sensor.geomagnetic_rotation_vector,-0.148869,-0.318688,0.869401,0.347011,0.0
33601,android.sensor.accelerometer,-0.02873042,-7.747637,8.446744
33652,android.sensor.orientation,221.58,40.94,0.7
33707,android.sensor.accelerometer,-0.63206923,-3.2273839,6.789956
33765,android.sensor.orientation,220.37,35.68,1.12
33807,android.sensor.accelerometer,1.2737153,-4.8841715,7.1059904
33857,android.sensor.accelerometer,0.81402856,-3.5913026,7.52737
33907,android.sensor.accelerometer,1.4748282,-6.943185,10.429143
33957,android.sensor.accelerometer,0.095768064,6.694188,15.322891
34007,android.sensor.accelerometer,-0.62249243,-1.8291701,1.3120226
34058,android.sensor.rotation_vector,0.00765,-0.270611,0.906363,0.324371,0.0
34110,android.sensor.gyroscope,-0.516792,0.7012733,0.062308256
34162,android.sensor.game_rotation_vector,-0.2176,-0.158043,0.392101,0.879732
34218,android.sensor.accelerometer,1.5035586,-4.7979803,8.935161
34268,android.sensor.accelerometer,1.292869,-4.6351743,8.303091
34323,android.sensor.game_rotation_vector,-0.217078,-0.170551,0.389138,0.87883997
34373,android.sensor.gyroscope,0.15027285,-0.46792278,-0.1001819
34427,android.sensor.accelerometer,2.2697031,-4.9320555,8.791509
34474,android.sensor.gyroscope_uncalibrated,0.49480084,-0.49480084,-0.1563815,0.012217305,0.04642576,-0.0012217305
34527,android.sensor.accelerometer,4.0318356,-4.0797195,9.155427
34577,android.sensor.accelerometer,2.3080103,-3.3997664,8.475474
34627,android.sensor.accelerometer,3.2369606,-3.2082303,9.222465
34678,android.sensor.accelerometer,3.2465374,-3.5242648,9.232041
34729,android.sensor.game_rotation_vector,-0.064882,-0.202132,0.384491,0.898387
34787,android.sensor.accelerometer,3.3518825,-0.93852705,5.5162406
34837,android.sensor.accelerometer,3.2752678,-1.091756,8.389283
34888,android.sensor.geomagnetic_rotation_vector,0.178129,-0.127909,0.89555,0.387166,0.0
34940,android.sensor.game_rotation_vector,0.029107,-0.196236,0.370714,0.907311
34989,android.sensor.game_rotation_vector,0.034518,-0.197273,0.363522,0.909804
35040,android.sensor.game_rotation_vector,0.036735,-0.198325,0.356554,0.912242
35091,android.sensor.orientation,222.65,5.74,25.23
35142,android.sensor.orientation,222.61,5.73,25.119999
35199,android.sensor.accelerometer,4.1659107,-0.45010993,8.762778
35247,android.sensor.accelerometer,3.8786068,-0.6991069,9.002198
35299,android.sensor.accelerometer,3.7062242,-0.59376204,8.983045
35350,android.sensor.game_rotation_vector,0.032739,-0.197801,0.358137,0.911888
35400,android.sensor.game_rotation_vector,0.028618,-0.193924,0.360093,0.912089
35454,android.sensor.orientation,222.34999,6.04,22.439999
35507,android.sensor.accelerometer,3.6774938,-0.78529817,9.212888
35558,android.sensor.accelerometer,3.6870706,-0.7757214,9.11712
35610,android.sensor.rotation_vector,0.163674,-0.120133,0.915582,0.347111,0.0
35660,android.sensor.game_rotation_vector,0.026387,-0.199386,0.387167,0.899805
35712,android.sensor.orientation,218.06,7.3199997,22.66
35763,android.sensor.orientation,216.86,7.8199997,22.39
35817,android.sensor.accelerometer,3.4955344,-1.1109096,9.346964
