63,activityrecognition,unknown,35
291078,android.sensor.game_rotation_vector,0.35315177,-0.6842059,0.34648514,0.53581166
291132,android.sensor.gyroscope_uncalibrated,0.12149048,0.4915924,0.29862976,0.025833135,0.014816284,-0.01966858
291190,android.sensor.accelerometer,11.880478,1.1735077,-1.4879456
291241,android.sensor.gyroscope,1.9661255,1.2195892,0.09838867
291297,android.sensor.rotation_vector,0.62053365,-0.3332696,0.66630393,0.24476202,0.17453292
291350,android.sensor.magnetic_field_uncalibrated,-98.55347,-101.62201,-83.16193,-61.37207,-85.354614,-64.57977
291402,android.sensor.gyroscope_uncalibrated,0.05795288,-1.4863586,-0.44781494,0.025833135,0.014816284,-0.01966858
291454,android.sensor.gravity,9.755702,-0.7137651,-0.69799787
291506,android.sensor.rotation_vector,0.6741364,-0.34767652,0.5957035,0.26419398,0.17453292
291558,android.sensor.gyroscope,-0.63734436,-0.7754669,0.24623108
291610,android.sensor.linear_acceleration,-1.8430376,2.3669534,2.3155358
291662,android.sensor.orientation,69.72473,168.12578,75.00205
291716,android.sensor.gyroscope,0.68330383,0.8506317,0.2242279
291767,android.sensor.accelerometer,12.354767,3.5417328,-11.183289
291819,android.sensor.geomagnetic_rotation_vector,0.6599106,-0.37803295,0.5441492,0.3542748,0.17453292
291870,android.sensor.gyroscope,0.9777374,1.211029,-0.31575012
291921,android.sensor.gyroscope,0.23492432,-0.34909058,0.03730774
291976,android.sensor.gyroscope,0.6808624,-0.56777954,0.2987671
292026,android.sensor.game_rotation_vector,0.3850978,-0.65730804,0.36136186,0.5376462
292078,android.sensor.gyroscope_uncalibrated,-0.5883026,0.36454773,0.16790771,0.025833135,0.014816284,-0.01966858
292140,android.sensor.gyroscope_uncalibrated,-0.9963684,0.23381042,0.15814209,0.025833135,0.014816284,-0.01966858
292188,android.sensor.rotation_vector,0.64684653,-0.37796333,0.59940547,0.2818622,0.17453292
292240,android.sensor.geomagnetic_rotation_vector,0.63858354,-0.3406349,0.6066026,0.32895622,0.17453292
292291,android.sensor.game_rotation_vector,0.34900013,-0.63209695,0.4030805,0.5622975
292342,android.sensor.gyroscope,1.1096954,0.46577454,-0.18136597
292394,android.sensor.rotation_vector,0.6252249,-0.31299216,0.6671984,0.256858,0.17453292
292444,android.sensor.gyroscope,0.13842773,-0.88420105,-0.43547058
292497,android.sensor.linear_acceleration,-0.20238304,-5.3027334,-2.288286
292549,android.sensor.linear_acceleration,-1.6218967,-2.8116841,2.6687942
292601,android.sensor.game_rotation_vector,0.39775813,-0.65547174,0.35515,0.5348025
292652,android.sensor.gravity,9.5438175,-0.39798093,-2.2198076
292704,android.sensor.magnetic_field,-41.1026,-10.6414795,-13.072205
292754,android.sensor.game_rotation_vector,0.36270064,-0.69390607,0.31748617,0.53492534
292805,android.sensor.magnetic_field,-38.20343,-12.858582,-15.242004
292855,android.sensor.magnetic_field,-40.59143,-11.834717,-16.912842
292907,android.sensor.gravity,9.641925,-0.2686437,-1.7696043
292957,android.sensor.orientation,67.98227,173.64012,81.395874
293016,android.sensor.gyroscope,-0.31848145,-0.6862793,0.14115906
293075,android.sensor.gyroscope,0.408432,-0.57632446,0.42214966
293132,android.sensor.gravity,9.639625,-0.53877836,-1.7198092
293178,android.sensor.accelerometer,7.2385406,0.11042786,0.32385254
293230,android.sensor.gyroscope,-0.0362854,0.047958374,0.39405823
293280,android.sensor.gyroscope,0.5623627,0.44136047,0.36595154
293331,android.sensor.game_rotation_vector,0.30958974,-0.6795995,0.34828413,0.5665658
293381,android.sensor.geomagnetic_rotation_vector,0.6074298,-0.40416053,0.55199516,0.40371355,0.17453292
293433,android.sensor.accelerometer,14.243423,1.8758545,-1.3855591
293484,android.sensor.gravity,9.728911,-1.2024312,0.26987544
293536,android.sensor.rotation_vector,0.6071314,-0.33255735,0.66307616,0.28482807,0.17453292
293588,android.sensor.gyroscope,0.07122803,-1.387558,-0.45747375
293641,android.sensor.linear_acceleration,-0.35974312,-6.0331755,-1.1251739
293693,android.sensor.magnetic_field,-40.420532,-12.345886,-17.079163
293746,android.sensor.gyroscope,-1.702713,-0.4505005,0.3403015
293799,android.sensor.game_rotation_vector,0.3359841,-0.7068823,0.29283926,0.54925156
293853,android.sensor.game_rotation_vector,0.33587706,-0.7062671,0.29966134,0.54642147
293908,android.sensor.gravity,9.618669,-0.6784186,-1.7864357
293963,android.sensor.gravity,9.645739,-0.77686054,-1.589529
294014,android.sensor.magnetic_field,-38.545227,-10.812378,-19.584656
294069,android.sensor.geomagnetic_rotation_vector,0.63481987,-0.41386762,0.5375204,0.36985025,0.17453292
294122,android.sensor.gyroscope,0.22395325,-0.12918091,0.071517944
294175,android.sensor.gravity,9.717985,-0.32532296,-1.2748785
294231,android.sensor.accelerometer,7.7061005,1.175827,0.08665466
294281,android.sensor.gyroscope_uncalibrated,-0.20101929,0.28634644,0.26565552,0.025833135,0.014816284,-0.01966858
294335,android.sensor.gyroscope,0.034561157,0.3668213,0.22546387
294389,android.sensor.gyroscope,0.50738525,0.57818604,0.29632568
294444,android.sensor.gyroscope,1.2379608,0.7369995,0.2706604
294496,android.sensor.game_rotation_vector,0.33429375,-0.6248045,0.40684286,0.5764945
294549,android.sensor.gyroscope,0.4267578,0.56108093,-0.19969177
294599,android.sensor.magnetic_field,-36.499023,-13.88092,-20.585632
294655,android.sensor.rotation_vector,0.61065376,-0.32662427,0.65571225,0.30076578,0.17453292
294703,android.sensor.gravity,9.799625,-0.32342178,-0.18201345
294756,android.sensor.gyroscope,-1.9482574,-0.95262146,-0.20213318
294807,android.sensor.gyroscope,-1.0014343,-1.2458496,0.3390808
294858,android.sensor.orientation,68.24066,173.38329,78.62104
294908,android.sensor.magnetic_field_uncalibrated,-102.30408,-96.84906,-78.8208,-61.37207,-85.354614,-64.57977
294961,android.sensor.gyroscope,-0.086380005,0.8555145,0.07884216
295011,android.sensor.accelerometer,9.86026,0.55693054,-3.2445374
295065,android.sensor.rotation_vector,0.6469387,-0.4073065,0.5662163,0.30817342,0.17453292
295120,android.sensor.gyroscope,0.08345032,-0.23789978,-0.43914795
295174,android.sensor.magnetic_field,-37.35199,-13.369751,-17.079163
295230,android.sensor.gyroscope_uncalibrated,0.29252625,-0.7850952,0.15570068,0.025833135,0.014816284,-0.01966858
295282,android.sensor.game_rotation_vector,0.36564937,-0.6651342,0.33191785,0.5601139
295334,android.sensor.rotation_vector,0.659433,-0.3926498,0.5678529,0.29751864,0.17453292
295385,android.sensor.gyroscope,-0.4003296,0.1566925,0.42826843
295437,android.sensor.game_rotation_vector,0.3443787,-0.67781144,0.3464039,0.5495264
295496,android.sensor.accelerometer,7.958481,0.80418396,-0.51345825
295546,android.sensor.geomagnetic_rotation_vector,0.6310995,-0.3534354,0.59295076,0.35384488,0.17453292
295596,android.sensor.game_rotation_vector,0.3272872,-0.6483587,0.38937747,0.5664797
295646,android.sensor.game_rotation_vector,0.33193907,-0.6178631,0.41670614,0.5782885
295700,android.sensor.gravity,9.71658,-1.0401119,0.82256776
295753,android.sensor.accelerometer,9.098877,-2.743454,0.37286377
295809,android.sensor.gyroscope,-0.63734436,-1.942215,-0.23510742
295864,android.sensor.game_rotation_vector,0.395632,-0.62916434,0.3911052,0.5428299
295917,android.sensor.orientation,76.7103,160.41513,78.525215
295970,android.sensor.orientation,78.92944,165.61252,75.921486
296029,android.sensor.gyroscope_uncalibrated,-0.2706604,-0.14613342,0.083618164,0.025833135,0.014816284,-0.01966858
296082,android.sensor.gyroscope_uncalibrated,0.8997345,1.2209625,0.21188354,0.025833135,0.014816284,-0.01966858
296140,android.sensor.gyroscope,0.37298584,-1.6380157,-0.05307007
296189,android.sensor.accelerometer,12.635483,-1.4826813,7.2894745
296241,android.sensor.game_rotation_vector,0.32419258,-0.69088525,0.29501364,0.5749293
296292,android.sensor.gyroscope_uncalibrated,0.437912,-0.46133423,0.16546631,0.025833135,0.014816284,-0.01966858
296344,android.sensor.linear_acceleration,-0.15715599,-0.030241966,3.2942772
296397,android.sensor.magnetic_field,-41.61377,-11.152649,-14.241028
296448,android.sensor.magnetic_field,-40.76233,-9.959412,-15.075684
296499,android.sensor.magnetic_field_uncalibrated,-101.79291,-94.97223,-80.9906,-61.37207,-85.354614,-64.57977
296552,android.sensor.accelerometer,8.974991,0.22265625,-1.1195679
296604,android.sensor.gyroscope,1.0388336,1.0351105,0.31219482
296655,android.sensor.gyroscope_uncalibrated,1.4715118,1.1562195,0.06161499,0.025833135,0.014816284,-0.01966858
296712,android.sensor.gyroscope,1.4199982,0.4535675,-0.26078796
296761,android.sensor.rotation_vector,0.60885274,-0.33596003,0.66416174,0.2744419,0.17453292
296813,android.sensor.accelerometer,9.14003,-5.4004517,-2.4047394
296864,android.sensor.rotation_vector,0.6598383,-0.330699,0.62615603,0.25135672,0.17453292
296919,android.sensor.orientation,77.37244,156.51201,80.628334
296969,android.sensor.accelerometer,6.1448517,1.8810272,4.1279755
297021,android.sensor.gyroscope,0.6552124,-0.054656982,0.043426514
297070,android.sensor.linear_acceleration,-0.6571226,0.66229975,0.736408
297121,android.sensor.rotation_vector,0.66035104,-0.40259963,0.5633953,0.29057834,0.17453292
297172,android.sensor.gyroscope,0.51838684,-0.53845215,-5.493164E-4
297224,android.sensor.gyroscope,-1.3630676,-0.6386261,-0.47824097
297274,android.sensor.gyroscope_uncalibrated,1.2308197,1.1207733,-0.37817383,0.025833135,0.014816284,-0.01966858
297324,android.sensor.gyroscope,-0.07171631,3.0517578E-4,-0.07019043
297376,android.sensor.rotation_vector,0.65726143,-0.37131262,0.58136785,0.30355522,0.17453292
297427,android.sensor.accelerometer,8.377823,0.39143372,0.6226959
297477,android.sensor.game_rotation_vector,0.3710982,-0.67719984,0.3522701,0.52876484
297531,android.sensor.gravity,9.6055355,-0.96469325,-1.7243644
297579,android.sensor.gyroscope,0.07122803,0.18357849,0.34396362
297631,android.sensor.rotation_vector,0.64494514,-0.39661333,0.59421223,0.27139533,0.17453292
297681,android.sensor.gyroscope_uncalibrated,1.4250641,0.8923187,0.21800232,0.025833135,0.014816284,-0.01966858
297733,speed,1.5,29.0
297787,android.sensor.gyroscope,0.8824463,0.9239197,-0.325531
297836,android.sensor.accelerometer,13.160385,-0.13572693,-0.368927
297888,android.sensor.step_detector,1.0
297939,android.sensor.gyroscope_uncalibrated,-1.1124268,-1.6280823,-0.3146515,0.025833135,0.014816284,-0.01966858
297992,android.sensor.gravity,9.724973,-0.62193745,-1.0993158
298042,android.sensor.gravity,9.620018,-0.61254543,-1.8028967
298100,android.sensor.gyroscope,-0.81573486,-0.3857422,-0.048187256
298149,android.sensor.rotation_vector,0.66738987,-0.41508526,0.53757465,0.30546436,0.17453292
298202,android.sensor.gyroscope,0.52082825,0.8555145,0.17048645
298255,android.sensor.gravity,9.645684,-0.59707236,-1.665732
298309,android.sensor.gyroscope,-1.8566284,-0.22813416,-0.44158936
298369,android.sensor.linear_acceleration,5.548126,-3.0738368,0.29999542
298423,android.sensor.gravity,9.701372,-0.1994802,-1.4191477
298474,android.sensor.gravity,9.665986,-0.40581122,-1.6044989
298528,android.sensor.magnetic_field_uncalibrated,-101.11084,-103.83911,-83.662415,-61.37207,-85.354614,-64.57977
298582,android.sensor.accelerometer,7.2622375,0.3650055,0.29815674
298635,android.sensor.accelerometer,7.429077,1.3041077,0.8787842
298687,android.sensor.game_rotation_vector,0.31981894,-0.6821061,0.35676685,0.55241704
298742,android.sensor.accelerometer,9.770157,0.54237366,-1.1741791
298789,android.sensor.gravity,9.65287,-1.6115434,-0.62882394
298841,android.sensor.rotation_vector,0.6198486,-0.35777625,0.6551438,0.24201344,0.17453292
298895,android.sensor.step_detector,1.0
298945,android.sensor.gyroscope,0.082214355,-0.21592712,-0.6114044
298995,android.sensor.linear_acceleration,-0.39796543,-2.5632186,-0.77798617
299055,android.sensor.accelerometer,9.377197,-6.3438873,0.64038086
299108,android.sensor.game_rotation_vector,0.36243734,-0.66755325,0.34808373,0.5494084
299160,android.sensor.rotation_vector,0.66437614,-0.39995223,0.5608215,0.2900377,0.17453292
299212,android.sensor.gyroscope,-0.28671265,-0.12062073,-0.08973694
299264,android.sensor.gravity,9.549967,-0.4714814,-2.1785824
299314,android.sensor.gravity,9.6091,-0.5708559,-1.8734219
299366,android.sensor.accelerometer,13.050735,6.774948,-14.430191
299415,android.sensor.linear_acceleration,3.7277746,0.8879032,9.310519
299468,android.sensor.orientation,68.9881,172.22473,80.84424
299519,android.sensor.magnetic_field,-39.227295,-12.858582,-20.585632
299571,android.sensor.gravity,9.640813,-0.45916656,-1.7361714
299623,android.sensor.orientation,78.12799,159.09947,77.9897
299676,android.sensor.gyroscope,-0.13401794,0.3717041,0.40138245
299725,android.sensor.game_rotation_vector,0.3280848,-0.68982935,0.34133673,0.5477089
299777,android.sensor.gravity,9.615042,-1.3034445,-1.4221121
299827,android.sensor.gyroscope,1.2111053,0.6404877,0.19490051
299879,android.sensor.gyroscope,0.9337616,0.76756287,0.04219055
299931,android.sensor.accelerometer,14.522751,2.6065674,-1.8147125
299983,android.sensor.gyroscope,0.5464783,0.34361267,-0.5283356
300034,android.sensor.gravity,9.756448,-0.9687788,0.20876315
300087,android.sensor.accelerometer,10.560333,-6.2045746,-3.232071
300136,android.sensor.accelerometer,10.368515,-5.8620453,-1.1006775
300188,android.sensor.magnetic_field,-40.59143,-14.221191,-15.242004
300241,android.sensor.gyroscope_uncalibrated,-1.430069,-0.55296326,-0.076416016,0.025833135,0.014816284,-0.01966858
300292,android.sensor.magnetic_field,-41.955566,-14.221191,-13.90686
300345,android.sensor.accelerometer,8.835632,-0.5112152,-0.3118744
300405,android.sensor.gyroscope,1.4371185,1.2916718,0.23399353
300453,android.sensor.rotation_vector,0.68170244,-0.3617598,0.58155566,0.25730273,0.17453292
300506,android.sensor.gyroscope,0.25204468,0.9055939,-0.24855042
300555,android.sensor.accelerometer,10.407715,-2.5205078,-3.543167
300606,android.sensor.gyroscope,0.38642883,-0.29655457,0.2743225
300657,android.sensor.gyroscope_uncalibrated,0.55522156,-0.20231628,0.37438965,0.025833135,0.014816284,-0.01966858
300709,android.sensor.gyroscope,0.3363495,0.36193848,0.41482544
300760,android.sensor.game_rotation_vector,0.3713786,-0.6558857,0.37888697,0.5369698
300813,android.sensor.gravity,9.6834545,-1.0927218,-1.0986676
300861,android.sensor.magnetic_field_uncalibrated,-99.06464,-97.7005,-81.9931,-61.37207,-85.354614,-64.57977
300915,android.sensor.game_rotation_vector,0.35787395,-0.63411057,0.41730177,0.5437731
300972,android.sensor.gyroscope_uncalibrated,0.7983246,0.6699829,-0.023880005,0.025833135,0.014816284,-0.01966858
301027,android.sensor.geomagnetic_rotation_vector,0.654236,-0.35258153,0.58120704,0.33145118,0.17453292
301077,android.sensor.gravity,9.734481,-1.1362147,0.34538102
301129,android.sensor.rotation_vector,0.6371308,-0.28942248,0.6739819,0.23674333,0.17453292
301180,android.sensor.magnetic_field,-36.499023,-20.019531,-12.904358
301232,android.sensor.rotation_vector,0.6767817,-0.30513287,0.62898713,0.2307285,0.17453292
301290,android.sensor.gyroscope,-2.0936432,-1.399765,0.29264832
301339,android.sensor.magnetic_field_uncalibrated,-101.45264,-100.0885,-77.65198,-61.37207,-85.354614,-64.57977
301388,android.sensor.gyroscope,-0.2036438,-0.23425293,0.080078125
301444,android.sensor.gyroscope,0.56114197,0.87384033,0.17781067
301494,android.sensor.gravity,9.621984,-0.707904,-1.7569001
301546,android.sensor.linear_acceleration,3.5843801,7.5793386,-9.412097
301598,android.sensor.accelerometer,12.719223,-1.8427429,0.25476074
301650,android.sensor.magnetic_field,-38.716125,-19.166565,-17.079163
301704,android.sensor.linear_acceleration,0.4246931,-1.7783831,3.991521
301760,android.sensor.gravity,9.650004,-0.68957776,-1.6038313
301810,android.sensor.game_rotation_vector,0.37829745,-0.6603099,0.37361202,0.53037333
301866,android.sensor.gyroscope,-0.20976257,0.60139465,0.29264832
301916,android.sensor.gyroscope,0.6271057,0.26664734,0.39161682
301966,android.sensor.gyroscope,0.652771,0.4217987,0.34518433
302021,android.sensor.rotation_vector,0.6395066,-0.33485726,0.65802974,0.21423991,0.17453292
302073,android.sensor.magnetic_field_uncalibrated,-98.38257,-105.545044,-83.32977,-61.37207,-85.354614,-64.57977
302124,android.sensor.gyroscope,0.53671265,0.6685791,-0.31452942
302180,android.sensor.gravity,9.6874895,-1.3158253,0.7691186
302233,android.sensor.gravity,9.729799,-1.1137811,0.5107758
302286,android.sensor.game_rotation_vector,0.41486168,-0.5829596,0.46149817,0.5244686
302338,android.sensor.accelerometer,6.610855,0.34005737,-2.416336
302390,android.sensor.gyroscope,-2.5554657,-1.3325806,-0.08117676
302441,android.sensor.magnetic_field_uncalibrated,-102.30408,-104.35028,-79.48761,-61.37207,-85.354614,-64.57977
302493,android.sensor.gravity,9.515739,-0.398723,-2.3371148
302546,android.sensor.gyroscope,1.6496887,0.9496002,0.07273865
302596,android.sensor.gyroscope_uncalibrated,1.9919586,0.46717834,-0.020217896,0.025833135,0.014816284,-0.01966858
302650,android.sensor.accelerometer,13.286636,-2.79422,7.4822235
302699,android.sensor.accelerometer,10.94223,-3.4936676,-1.0956879
302750,android.sensor.gravity,9.60758,-0.3059474,-1.9419526
302802,android.sensor.gyroscope,0.71875,-0.09007263,0.34640503
302855,android.sensor.game_rotation_vector,0.41511095,-0.6507405,0.3797585,0.50990504
302908,android.sensor.game_rotation_vector,0.4078677,-0.6454107,0.3928392,0.5126074
302960,android.sensor.geomagnetic_rotation_vector,0.67398983,-0.2354351,0.6648124,0.21984649,0.17453292
303010,android.sensor.gyroscope_uncalibrated,0.75923157,0.44638062,0.28276062,0.025833135,0.014816284,-0.01966858
303063,android.sensor.rotation_vector,0.6730349,-0.29474515,0.65274936,0.1845741,0.17453292
303113,android.sensor.rotation_vector,0.66735196,-0.2846332,0.6655865,0.1749855,0.17453292
303165,android.sensor.gyroscope,0.5819092,0.3900299,-0.18745422
303219,android.sensor.gyroscope,0.102996826,0.14813232,-0.48435974
303270,android.sensor.rotation_vector,0.66393745,-0.24467084,0.6828186,0.18188456,0.17453292
303321,android.sensor.gravity,9.762737,-0.7289674,-0.57268137
303372,android.sensor.game_rotation_vector,0.44535664,-0.6026871,0.4295838,0.50386846
303424,android.sensor.rotation_vector,0.7116418,-0.29306462,0.6060916,0.20082842,0.17453292
303477,android.sensor.gyroscope,-0.6837921,-0.78523254,0.13871765
303527,android.sensor.accelerometer,8.195618,-0.9653015,-2.2159424
303577,android.sensor.gyroscope,0.52815247,0.6844635,0.16680908
303629,android.sensor.gravity,9.536272,-0.8056928,-2.1402705
303680,android.sensor.game_rotation_vector,0.43124285,-0.64595544,0.40123263,0.4855754
303733,android.sensor.accelerometer,11.458908,0.3989563,2.5436554
303785,android.sensor.geomagnetic_rotation_vector,0.69154614,-0.33838323,0.56741184,0.29206938,0.17453292
303839,android.sensor.accelerometer,9.58699,-1.8627319,3.3171844
303892,android.sensor.gyroscope,1.2318726,-0.47859192,0.4502411
303943,android.sensor.linear_acceleration,-1.6976938,2.7279854,2.2032914
303997,android.sensor.accelerometer,6.653473,-0.5356293,1.6728058
304050,android.sensor.rotation_vector,0.69768757,-0.27576253,0.64343965,0.15222505,0.17453292
304103,android.sensor.rotation_vector,0.69365937,-0.2675854,0.65434813,0.13806982,0.17453292
304156,android.sensor.game_rotation_vector,0.43629903,-0.58345366,0.49934396,0.46891424
304208,android.sensor.gyroscope_uncalibrated,1.1440735,0.9851837,5.493164E-4,0.025833135,0.014816284,-0.01966858
304263,android.sensor.gyroscope,0.82136536,0.84329224,-0.272995
304318,android.sensor.gravity,9.661629,-1.4109849,0.9123833
304366,android.sensor.accelerometer,9.20018,-3.8014832,0.46392822
304419,android.sensor.orientation,107.920074,93.984055,83.60332
304472,android.sensor.gyroscope_uncalibrated,-1.2297211,-0.995224,0.11781311,0.025833135,0.014816284,-0.01966858
304522,android.sensor.linear_acceleration,-3.006669,2.3823645,-1.4256362
304576,android.sensor.gyroscope_uncalibrated,-1.5803375,-0.2096405,-0.08985901,0.025833135,0.014816284,-0.01966858
304630,android.sensor.accelerometer,7.6063538,-0.8652191,-0.22927856
304683,android.sensor.gyroscope_uncalibrated,1.1868439,0.92652893,0.20579529,0.025833135,0.014816284,-0.01966858
304740,android.sensor.game_rotation_vector,0.47531193,-0.5962682,0.4596282,0.45528537
304787,android.sensor.gyroscope_uncalibrated,-3.1575928,-0.3257141,-0.6225281,0.025833135,0.014816284,-0.01966858
304839,android.sensor.magnetic_field_uncalibrated,-101.79291,-105.545044,-79.32129,-61.37207,-85.354614,-64.57977
304893,android.sensor.step_counter,3682.0
304941,android.sensor.rotation_vector,0.71851915,-0.24015394,0.6320559,0.16297753,0.17453292
304995,android.sensor.geomagnetic_rotation_vector,0.6925423,-0.24962096,0.653955,0.174406,0.17453292
305051,android.sensor.geomagnetic_rotation_vector,0.6899013,-0.2400544,0.6589429,0.17945582,0.17453292
305106,android.sensor.gravity,9.639551,-1.3964343,-1.1399186
305160,android.sensor.gyroscope_uncalibrated,1.2369385,0.5563507,0.22044373,0.025833135,0.014816284,-0.01966858
305212,android.sensor.rotation_vector,0.6904144,-0.21802753,0.68350965,0.09277101,0.17453292
305264,android.sensor.rotation_vector,0.6758118,-0.20634207,0.7025882,0.08409008,0.17453292
305315,android.sensor.gyroscope,0.5305939,0.39491272,0.20713806
305364,android.sensor.rotation_vector,0.6583285,-0.20157094,0.72042185,0.083457686,0.17453292
305417,android.sensor.gyroscope,-0.5884857,-0.60687256,-0.477005
305468,android.sensor.gravity,9.701543,-1.4277636,-0.109227635
305520,android.sensor.gravity,9.692253,-1.1692402,-0.92924243
305571,android.sensor.gyroscope,-1.6184082,0.31918335,0.5711975
305621,android.sensor.rotation_vector,0.6714311,-0.36410415,0.59742516,0.24431854,0.17453292
305672,android.sensor.gyroscope,-0.34414673,-1.5488129,1.2431488
305725,android.sensor.gyroscope,0.13108826,1.224472,1.238266
305776,android.sensor.rotation_vector,0.6427569,-0.42381465,0.5945958,0.23173372,0.17453292
305827,android.sensor.accelerometer,13.477219,3.6291199,-2.2352753
305880,android.sensor.gyroscope,1.4420013,-0.21836853,-0.8936157
305931,android.sensor.geomagnetic_rotation_vector,0.63288885,-0.38624293,0.57947236,0.33834875,0.17453292
305986,android.sensor.accelerometer,8.954224,-5.808548,3.1157837
306035,android.sensor.gyroscope_uncalibrated,1.5606995,-0.39901733,0.4757843,0.025833135,0.014816284,-0.01966858
306090,android.sensor.gyroscope,2.4768066,-0.14872742,0.40870667
306139,android.sensor.linear_acceleration,-2.142189,0.4092164,-0.907539
306190,android.sensor.gyroscope,0.8592377,1.0009003,0.5308838
306240,android.sensor.orientation,133.47656,77.26103,71.89545
306294,android.sensor.accelerometer,12.091309,1.3393707,-0.80940247
306343,android.sensor.game_rotation_vector,0.3968014,-0.50339574,0.6414094,0.42158672
306394,android.sensor.gyroscope,0.70651245,-0.24525452,-0.2571106
306448,android.sensor.gyroscope,1.0083008,-1.374115,0.031204224
306499,android.sensor.gyroscope,0.37054443,-1.8664703,-0.2253418
306548,android.sensor.accelerometer,8.723724,-7.2554016,-9.538879
306602,android.sensor.magnetic_field_uncalibrated,-103.32794,-101.963806,-72.47467,-61.37207,-85.354614,-64.57977
306657,android.sensor.gyroscope_uncalibrated,-1.7159576,-0.41123962,-0.281662,0.025833135,0.014816284,-0.01966858
306710,android.sensor.gyroscope_uncalibrated,-0.2889862,-0.44909668,-0.13383484,0.025833135,0.014816284,-0.01966858
306764,android.sensor.rotation_vector,0.7455293,-0.2649839,0.60315305,0.100876175,0.17453292
306816,android.sensor.gyroscope,1.6215973,0.84817505,-0.009094238
306870,android.sensor.accelerometer,13.790802,-1.4064636,1.9707489
306920,android.sensor.rotation_vector,0.73338956,-0.23392616,0.6272252,0.1183504,0.17453292
306977,android.sensor.accelerometer,9.840195,-3.693344,0.080337524
307032,android.sensor.gyroscope,0.46461487,-0.4822693,0.2828827
307083,android.sensor.gyroscope,0.46461487,0.48410034,0.39038086
307136,android.sensor.gyroscope_uncalibrated,0.41470337,0.41462708,0.32795715,0.025833135,0.014816284,-0.01966858
307191,android.sensor.magnetic_field,-42.126465,-18.484497,-10.066223
307245,android.sensor.magnetic_field_uncalibrated,-101.963806,-105.71442,-75.48065,-61.37207,-85.354614,-64.57977
307297,android.sensor.gyroscope,1.2355194,1.5103607,0.13383484
307347,android.sensor.accelerometer,14.268387,-0.5031738,-2.953659
307398,android.sensor.gyroscope_uncalibrated,0.26075745,0.8397827,-0.44413757,0.025833135,0.014816284,-0.01966858
307451,android.sensor.gravity,9.546806,-1.7589977,1.3909694
307503,android.sensor.accelerometer,8.754349,-5.5842133,0.32106018
307557,android.sensor.gyroscope,-2.0276794,-3.0674286,0.095947266
307608,android.sensor.game_rotation_vector,0.5671019,-0.52059656,0.52856576,0.35776097
307661,android.sensor.magnetic_field,-38.37433,-20.19043,-7.394409
307715,android.sensor.gyroscope_uncalibrated,0.2131195,-0.26708984,0.08728027,0.025833135,0.014816284,-0.01966858
307766,android.sensor.rotation_vector,0.74315655,-0.24283065,0.6105383,0.12646963,0.17453292
307817,android.sensor.geomagnetic_rotation_vector,0.7135029,-0.19911283,0.6632114,0.1068567,0.17453292
307868,android.sensor.gyroscope,-1.4644623,0.8213043,-0.47947693
307921,android.sensor.accelerometer,13.569473,-3.0453491,-1.8552704
307971,android.sensor.accelerometer,8.914963,-3.3643188,0.5796356
308023,android.sensor.game_rotation_vector,0.5326798,-0.5185517,0.5303678,0.4075124
308075,android.sensor.gyroscope_uncalibrated,1.0292511,-0.20231628,0.4464569,0.025833135,0.014816284,-0.01966858
308129,android.sensor.orientation,79.11133,122.23449,78.3802
308183,android.sensor.magnetic_field,-40.08026,-19.166565,-7.394409
308235,android.sensor.gyroscope_uncalibrated,0.9412689,0.98150635,0.1471405,0.025833135,0.014816284,-0.01966858
308291,android.sensor.rotation_vector,0.6747151,-0.16187353,0.7199866,0.013256403,0.17453292
308340,android.sensor.accelerometer,12.278549,0.28781128,-2.9375305
308391,android.sensor.accelerometer,14.738174,0.72854614,-2.3338165
308442,android.sensor.gyroscope_uncalibrated,-0.79966736,-0.6238098,-0.54922485,0.025833135,0.014816284,-0.01966858
308494,android.sensor.linear_acceleration,1.4924488,-0.008929014,1.7373822
308547,android.sensor.rotation_vector,0.6752538,-0.14357665,0.7226313,0.03495831,0.17453292
308600,android.sensor.gyroscope,-1.7491302,-2.1779938,0.03364563
308650,android.sensor.game_rotation_vector,0.5679528,-0.50680715,0.5424168,0.35547176
308702,android.sensor.rotation_vector,0.740636,-0.22933348,0.6208607,0.11574318,0.17453292
308752,android.sensor.magnetic_field_uncalibrated,-100.77057,-106.90765,-70.97168,-61.37207,-85.354614,-64.57977
308805,android.sensor.gravity,9.479189,-0.99228656,-2.3088362
308857,android.sensor.rotation_vector,0.748054,-0.21376902,0.6207908,0.096627235,0.17453292
308906,android.sensor.gyroscope,0.13597107,0.1701355,-0.08607483
308957,android.sensor.geomagnetic_rotation_vector,0.72758794,-0.19713883,0.6295216,0.18829381,0.17453292
309008,android.sensor.linear_acceleration,3.1172247,-5.1869545,-2.849102
309059,android.sensor.rotation_vector,0.71946144,-0.18645014,0.6623738,0.09419445,0.17453292
309111,android.sensor.gyroscope_uncalibrated,0.9437103,-0.5468445,0.44525146,0.025833135,0.014816284,-0.01966858
309162,android.sensor.gravity,9.596074,-1.5920266,-1.2454761
309216,android.sensor.gyroscope_uncalibrated,0.9082794,0.44885254,0.21923828,0.025833135,0.014816284,-0.01966858
309268,android.sensor.gyroscope_uncalibrated,0.734787,0.55513,0.15446472,0.025833135,0.014816284,-0.01966858
