54,activityrecognition,still,37
42558,android.sensor.accelerometer,-0.7374141,0.32561144,-9.730036
42609,android.sensor.accelerometer,-0.7278373,0.2777274,-9.701305
42660,android.sensor.accelerometer,-0.7757214,0.20111294,-9.643845
42712,android.sensor.orientation,124.49,-173.34,-2.98
42763,android.sensor.orientation,123.52,-173.31999,-2.8899999
42813,android.sensor.light,3.0,2835.0,0.0
-42867,sound,66.25623652424176
42918,android.sensor.accelerometer,-0.7374141,0.16280572,-9.80665
42968,android.sensor.accelerometer,-0.6991069,0.38307226,-9.672575
43018,android.sensor.accelerometer,-0.6991069,0.2777274,-9.691729
43072,android.sensor.game_rotation_vector,0.498816,0.865677,-9.15E-4,0.04224
43126,android.sensor.orientation,119.42,-174.8,-2.9299998
43178,android.sensor.accelerometer,-0.7086837,0.2873042,-9.739613
43233,android.sensor.magnetic_field,-20.0625,0.3125,63.0
43287,android.sensor.game_rotation_vector,0.498665,0.865924,-0.001595,0.038788
43338,android.sensor.accelerometer,-0.61291564,0.24899697,-9.77792
43390,android.sensor.game_rotation_vector,0.498619,0.86599,-0.00185,0.037897
43441,android.sensor.game_rotation_vector,0.498598,0.866021,-0.001986,0.037453
43493,android.sensor.gyroscope,0.0012217305,0.02076942,-0.002443461
43550,android.sensor.accelerometer,-0.61291564,0.2681506,-9.758766
43598,android.sensor.accelerometer,-0.5363012,0.23942018,-9.672575
43649,android.sensor.accelerometer,-0.58418524,0.2873042,-9.720459
43701,android.sensor.orientation,114.149994,-176.33,-2.72
43758,android.sensor.accelerometer,-0.51714754,0.37349546,-9.691729
43808,android.sensor.accelerometer,-0.58418524,0.18195933,-9.730036
43858,android.sensor.geomagnetic_rotation_vector,-0.677258,0.73502,0.030748,0.011007,0.0
43911,android.sensor.game_rotation_vector,0.498553,0.86617,-0.002385,0.034456
43961,android.sensor.gyroscope_uncalibrated,0.012217305,0.05497787,-0.004886922,0.008552114,0.047647487,-0.0036651916
44012,android.sensor.orientation,113.799995,-177.42,-2.97
44063,android.sensor.orientation,113.78,-177.51999,-3.0
44118,android.sensor.accelerometer,-0.51714754,0.24899697,-9.730036
44168,android.sensor.accelerometer,-0.5267244,0.2777274,-9.720459
44218,android.sensor.accelerometer,-0.50757074,0.24899697,-9.739613
44268,android.sensor.accelerometer,-0.5650316,0.2681506,-9.730036
44318,android.sensor.accelerometer,-0.5650316,0.22026655,-9.749189
44369,android.sensor.geomagnetic_rotation_vector,-0.65321,0.756434,0.03043,0.014015,0.0
44421,android.sensor.game_rotation_vector,0.497175,0.867077,-0.001946,0.031444
44479,android.sensor.accelerometer,0.5554548,0.80445176,-9.557653
44528,android.sensor.accelerometer,-2.135628,-1.1587936,-10.802638
44578,android.sensor.geomagnetic_rotation_vector,0.593441,-0.803613,-0.03302,0.030697,0.0
44631,android.sensor.rotation_vector,-0.570476,0.820648,0.032908,0.003162,0.0
44697,android.sensor.orientation,109.57,-176.97,-2.54
44749,android.sensor.accelerometer,-0.51714754,0.45010993,-9.653421
44798,android.sensor.accelerometer,-0.5554548,0.22984336,-9.739613
44848,android.sensor.accelerometer,-0.36391866,0.35434186,-9.615114
44898,android.sensor.accelerometer,-0.5650316,0.1436521,-9.77792
44950,android.sensor.game_rotation_vector,0.497415,0.867059,-0.001378,0.027999
45002,android.sensor.game_rotation_vector,0.497368,0.86708,-0.001769,0.028158
45058,android.sensor.accelerometer,0.2873042,1.4556746,-10.477027
45109,android.sensor.accelerometer,-0.48841715,0.5746084,-10.5440645
45158,android.sensor.accelerometer,-0.93852705,-0.05746084,-9.442732
45209,android.sensor.accelerometer,-0.6512229,0.22026655,-9.787497
45263,android.sensor.game_rotation_vector,0.497379,0.86713,-0.001404,0.026382
45313,android.sensor.orientation,104.409996,-177.08,-2.4299998
45363,android.sensor.orientation,104.31,-176.95999,-2.27
45418,android.sensor.accelerometer,-1.1013328,-0.23942018,-9.835381
45468,android.sensor.accelerometer,-0.095768064,0.50757074,-9.270349
45518,android.sensor.accelerometer,-0.6991069,0.0,-9.730036
45572,android.sensor.game_rotation_vector,0.497672,0.866959,-0.001412,0.026468
45626,android.sensor.orientation,102.81,-177.3,-2.48
45680,android.sensor.geomagnetic_rotation_vector,-0.676228,0.736298,0.023508,0.005178,0.0
45732,android.sensor.orientation,102.299995,-177.4,-2.52
45783,android.sensor.orientation,101.97,-177.31999,-2.5
45838,android.sensor.accelerometer,-0.38307226,0.25857377,-9.710882
45888,android.sensor.accelerometer,-0.45968673,0.22026655,-9.749189
45939,android.sensor.accelerometer,-0.47884035,0.22026655,-9.730036
45999,android.sensor.accelerometer,-0.4309563,0.25857377,-9.739613
46048,android.sensor.accelerometer,-0.47884035,0.22026655,-9.749189
46099,android.sensor.gravity,-0.43159997,0.42549998,-9.7879
46150,android.sensor.gyroscope,0.0012217305,0.0036651916,0.0
46201,android.sensor.gyroscope,0.002443461,0.0012217305,0.0012217305
46252,android.sensor.orientation,100.049995,-177.61,-2.53
46303,android.sensor.orientation,99.89,-177.64,-2.54
46358,android.sensor.accelerometer,-0.47884035,0.21068975,-9.739613
46408,android.sensor.accelerometer,-0.45010993,0.24899697,-9.710882
46459,android.sensor.accelerometer,-0.46926352,0.22026655,-9.739613
46512,android.sensor.game_rotation_vector,0.498099,0.866717,-0.001826,0.026345
46566,android.sensor.orientation,99.39,-177.95,-2.58
46619,android.sensor.accelerometer,-0.46926352,0.23942018,-9.720459
46668,android.sensor.accelerometer,-0.46926352,0.22984336,-9.720459
46718,android.sensor.linear_acceleration,-0.0074,-0.097799994,-0.0011
46770,android.sensor.game_rotation_vector,0.4981,0.866714,-0.001788,0.026444
46821,android.sensor.game_rotation_vector,0.498101,0.866714,-0.001777,0.026423
46873,android.sensor.orientation,99.189995,-178.29,-2.6299999
46924,android.sensor.orientation,99.18,-178.33,-2.6299999
46978,android.sensor.accelerometer,-0.46926352,0.22026655,-9.739613
47028,android.sensor.accelerometer,-0.46926352,0.22984336,-9.739613
47078,android.sensor.accelerometer,-0.45968673,0.22026655,-9.739613
47128,android.sensor.accelerometer,-0.45968673,0.22984336,-9.739613
47179,android.sensor.geomagnetic_rotation_vector,-0.676589,0.735881,0.024744,0.009652,0.0
47232,android.sensor.game_rotation_vector,0.498101,0.866712,-0.001758,0.026478
47284,android.sensor.game_rotation_vector,0.498101,0.866712,-0.001765,0.026482
47338,android.sensor.accelerometer,-0.46926352,0.22984336,-9.758766
47388,android.sensor.accelerometer,-0.46926352,0.21068975,-9.739613
47438,android.sensor.accelerometer,-0.46926352,0.22026655,-9.739613
47493,android.sensor.orientation,99.119995,-178.58,-2.6699998
47544,android.sensor.orientation,99.119995,-178.59999,-2.6699998
47598,android.sensor.accelerometer,-0.46926352,0.22984336,-9.739613
47648,android.sensor.accelerometer,-0.46926352,0.22026655,-9.758766
47698,android.sensor.accelerometer,-0.46926352,0.22984336,-9.730036
47748,android.sensor.accelerometer,-0.45968673,0.22026655,-9.730036
47802,android.sensor.geomagnetic_rotation_vector,-0.66834,0.743386,0.024528,0.009792,0.0
47851,android.sensor.game_rotation_vector,0.498102,0.866711,-0.001783,0.026477
47906,android.sensor.game_rotation_vector,0.498102,0.866712,-0.001806,0.026451
47958,android.sensor.accelerometer,-0.47884035,0.22984336,-9.730036
48008,android.sensor.accelerometer,-0.45968673,0.20111294,-9.749189
48058,android.sensor.accelerometer,-0.46926352,0.21068975,-9.730036
48110,android.sensor.rotation_vector,-0.648668,0.760632,0.023677,0.010322,0.0
48162,android.sensor.magnetic_field,-20.8125,0.3125,61.5
48219,android.sensor.accelerometer,-0.46926352,0.20111294,-9.749189
48268,android.sensor.accelerometer,-0.46926352,0.22984336,-9.749189
48318,android.sensor.accelerometer,-0.45968673,0.22026655,-9.730036
48370,android.sensor.game_rotation_vector,0.498103,0.866714,-0.001899,0.026356
48421,android.sensor.game_rotation_vector,0.498104,0.866715,-0.0018879999,0.026307
48474,android.sensor.orientation,99.11,-178.69,-2.6499999
48529,android.sensor.accelerometer,-0.45968673,0.22026655,-9.730036
48578,android.sensor.geomagnetic_rotation_vector,-0.6669,0.744687,0.024313,0.009621,0.0
48630,android.sensor.game_rotation_vector,0.498105,0.866715,-0.001807,0.026295999
48685,android.sensor.orientation,99.11,-178.70999,-2.6499999
48738,android.sensor.accelerometer,-0.45010993,0.22026655,-9.749189
48788,android.sensor.accelerometer,-0.45968673,0.22026655,-9.720459
48838,android.sensor.accelerometer,-0.45010993,0.22026655,-9.730036
48888,android.sensor.accelerometer,-0.45010993,0.22026655,-9.730036
48939,android.sensor.geomagnetic_rotation_vector,-0.678,0.734594,0.024221,0.010009,0.0
48995,android.sensor.orientation,99.11,-178.70999,-2.6499999
49049,android.sensor.accelerometer,-0.4405331,0.22984336,-9.749189
49102,android.sensor.game_rotation_vector,0.498105,0.866721,-0.00188,0.026114
49151,android.sensor.game_rotation_vector,0.498104,0.86672,-0.001899,0.026137
49201,android.sensor.magnetic_field_uncalibrated,107.4375,171.8125,244.1875,129.75,169.3125,180.5
49253,android.sensor.orientation,99.11,-178.72,-2.6499999
49307,android.sensor.orientation,99.11,-178.72,-2.6499999
49358,android.sensor.accelerometer,-0.45968673,0.22026655,-9.730036
49409,android.sensor.rotation_vector,-0.648677,0.760631,0.023463,0.010349,0.0
49461,android.sensor.game_rotation_vector,0.498104,0.866722,-0.001933,0.026088
49512,android.sensor.game_rotation_vector,0.498103,0.866723,-0.00196,0.026071
49563,android.sensor.orientation,99.11,-178.72,-2.6399999
49619,android.sensor.accelerometer,-0.4405331,0.22984336,-9.730036
49670,android.sensor.accelerometer,-0.45968673,0.21068975,-9.758766
49718,android.sensor.accelerometer,-0.45968673,0.21068975,-9.730036
49772,android.sensor.accelerometer,-0.46926352,0.22026655,-9.758766
49821,android.sensor.magnetic_field_uncalibrated,109.6875,168.875,242.0,129.75,169.3125,180.5
49872,android.sensor.orientation,99.11,-178.72,-2.6299999
49928,android.sensor.accelerometer,-0.45968673,0.21068975,-9.730036
49978,android.sensor.accelerometer,-0.4405331,0.21068975,-9.739613
50029,android.sensor.accelerometer,-0.4405331,0.22026655,-9.739613
50081,android.sensor.accelerometer,-0.45010993,0.22026655,-9.739613
50133,android.sensor.orientation,99.11,-178.73,-2.62
50188,android.sensor.accelerometer,-0.45010993,0.22026655,-9.739613
50238,android.sensor.accelerometer,-0.45010993,0.21068975,-9.730036
50291,android.sensor.accelerometer,-0.46926352,0.22026655,-9.739613
50341,android.sensor.game_rotation_vector,0.498103,0.866729,-0.001978,0.025866
50390,android.sensor.game_rotation_vector,0.498104,0.866728,-0.001943,0.025882
50441,android.sensor.magnetic_field_uncalibrated,108.1875,169.625,244.1875,129.75,169.3125,180.5
50498,android.sensor.accelerometer,-0.45010993,0.21068975,-9.739613
50548,android.sensor.accelerometer,-0.45010993,0.22026655,-9.739613
50598,android.sensor.accelerometer,-0.45010993,0.22026655,-9.730036
50649,android.sensor.accelerometer,-0.46926352,0.21068975,-9.749189
50698,android.sensor.accelerometer,-0.46926352,0.21068975,-9.749189
50748,android.sensor.accelerometer,-0.45968673,0.21068975,-9.749189
50801,android.sensor.game_rotation_vector,0.498102,0.866729,-0.001973,0.025879
50852,android.sensor.gyroscope,0.0,-0.0012217305,-0.002443461
50901,android.sensor.game_rotation_vector,0.498101,0.86673,-0.002,0.025875
50958,android.sensor.accelerometer,-0.46926352,0.22026655,-9.749189
51008,android.sensor.accelerometer,-0.45968673,0.22026655,-9.739613
51058,android.sensor.accelerometer,-0.45010993,0.22026655,-9.749189
51108,android.sensor.accelerometer,-0.45968673,0.21068975,-9.739613
51159,android.sensor.accelerometer,-0.45968673,0.20111294,-9.739613
51213,android.sensor.orientation,99.11,-178.75,-2.62
51265,android.sensor.orientation,99.11,-178.75,-2.62
51318,android.sensor.accelerometer,-0.4405331,0.22984336,-9.730036
-51366,sound,61.65570740632901
51418,android.sensor.accelerometer,-0.45010993,0.21068975,-9.739613
51468,android.sensor.accelerometer,-0.45010993,0.22026655,-9.758766
51519,android.sensor.rotation_vector,-0.64869,0.760628,0.023197,0.010352,0.0
51570,android.sensor.game_rotation_vector,0.498103,0.866731,-0.001927,0.025795
51621,android.sensor.game_rotation_vector,0.498103,0.866733,-0.001944,0.025726
51674,android.sensor.game_rotation_vector,0.498103,0.866733,-0.001936,0.025733
51728,android.sensor.accelerometer,-0.4309563,0.21068975,-9.749189
51778,android.sensor.accelerometer,-0.47884035,0.21068975,-9.730036
51828,android.sensor.accelerometer,-0.4405331,0.21068975,-9.749189
51878,android.sensor.accelerometer,-0.45010993,0.22026655,-9.720459
51928,android.sensor.accelerometer,-0.45010993,0.21068975,-9.758766
51979,android.sensor.rotation_vector,-0.648696,0.760624,0.023103,0.010486,0.0
52032,android.sensor.game_rotation_vector,0.498099,0.86673397,-0.002007,0.02576
52085,android.sensor.orientation,99.11,-178.75,-2.62
52140,android.sensor.accelerometer,-0.46926352,0.23942018,-9.730036
52191,android.sensor.geomagnetic_rotation_vector,-0.682456,0.730474,0.023937,0.0093559995,0.0
52249,android.sensor.accelerometer,-0.45968673,0.22984336,-9.720459
52303,android.sensor.game_rotation_vector,0.498101,0.866735,-0.001931,0.025703
52352,android.sensor.gyroscope,-0.0012217305,0.0,0.0
52403,android.sensor.orientation,99.1,-178.76,-2.6299999
52458,android.sensor.accelerometer,-0.45010993,0.21068975,-9.739613
52509,android.sensor.accelerometer,-0.45010993,0.22026655,-9.739613
52558,android.sensor.accelerometer,-0.45968673,0.22026655,-9.739613
52608,android.sensor.accelerometer,-0.4405331,0.21068975,-9.739613
52659,android.sensor.geomagnetic_rotation_vector,-0.669342,0.742508,0.023665,0.010123,0.0
52709,android.sensor.gravity,-0.44889998,0.2087,-9.7941
52761,android.sensor.game_rotation_vector,0.4981,0.866737,-0.001982,0.025636
52812,android.sensor.orientation,99.1,-178.76999,-2.61
-52866,sound,52.56777860100623
52918,android.sensor.accelerometer,-0.45010993,0.20111294,-9.739613
52968,android.sensor.accelerometer,-0.45010993,0.21068975,-9.749189
53018,android.sensor.accelerometer,-0.45010993,0.21068975,-9.749189
53069,android.sensor.accelerometer,-0.45010993,0.21068975,-9.787497
53122,android.sensor.game_rotation_vector,0.498099,0.866739,-0.002035,0.025583
53172,android.sensor.orientation,99.1,-178.78,-2.59
53223,android.sensor.orientation,99.1,-178.76,-2.62
53278,android.sensor.accelerometer,-0.5746084,0.46926352,-9.643845
53328,android.sensor.accelerometer,-0.40222588,0.17238252,-9.844957
53378,android.sensor.accelerometer,-0.45010993,0.10534488,-9.576807
53428,android.sensor.accelerometer,-0.45010993,0.31603462,-9.816227
53478,android.sensor.accelerometer,-0.46926352,0.15322891,-9.768343
53528,android.sensor.accelerometer,-0.4309563,0.20111294,-9.835381
53582,android.sensor.game_rotation_vector,0.498049,0.866769,-0.001908,0.02558
53634,android.sensor.game_rotation_vector,0.49803498,0.866778,-0.001921,0.025548
53716,android.sensor.geomagnetic_rotation_vector,-0.69152,0.721907,0.023988,0.008573,0.0
53748,android.sensor.accelerometer,-0.4405331,0.21068975,-9.710882
53798,android.sensor.accelerometer,-0.45968673,0.22026655,-9.758766
53848,android.sensor.accelerometer,-0.45010993,0.20111294,-9.739613
53898,android.sensor.accelerometer,-0.45010993,0.22026655,-9.749189
53948,android.sensor.accelerometer,-0.45968673,0.21068975,-9.739613
53999,android.sensor.linear_acceleration,0.0109,0.0015,0.0196
54050,android.sensor.game_rotation_vector,0.497984,0.866806,-0.002022,0.025569
54101,android.sensor.gyroscope_uncalibrated,0.010995574,0.047647487,-0.0012217305,0.010995574,0.04886922,-0.0012217305
54155,android.sensor.orientation,99.1,-178.78,-2.58
54209,android.sensor.accelerometer,-0.45010993,0.20111294,-9.739613
54262,android.sensor.game_rotation_vector,0.497983,0.866811,-0.002145,0.025434
54313,android.sensor.gyroscope_uncalibrated,0.010995574,0.05009095,-0.0012217305,0.010995574,0.04886922,-0.0012217305
-54367,sound,72.08884132521446
54418,android.sensor.accelerometer,-0.45010993,0.21068975,-9.730036
54471,android.sensor.game_rotation_vector,0.497982,0.866811,-0.002147,0.025416
54522,android.sensor.game_rotation_vector,0.497982,0.866812,-0.002177,0.025382
54575,android.sensor.orientation,99.1,-178.78,-2.59
54628,android.sensor.accelerometer,-0.45010993,0.22984336,-9.730036
54688,android.sensor.accelerometer,-0.45010993,0.20111294,-9.768343
54738,android.sensor.accelerometer,-0.46926352,0.20111294,-9.730036
54788,android.sensor.accelerometer,-0.4405331,0.22984336,-9.739613
54838,android.sensor.accelerometer,-0.45010993,0.21068975,-9.749189
54889,android.sensor.geomagnetic_rotation_vector,-0.672577,0.739587,0.023816999,0.009122,0.0
54941,android.sensor.game_rotation_vector,0.49798,0.866812,-0.002198,0.025424
54992,android.sensor.orientation,99.1,-178.78,-2.56
55043,android.sensor.orientation,99.1,-178.78,-2.56
55098,android.sensor.accelerometer,-0.45010993,0.22984336,-9.720459
55148,android.sensor.accelerometer,-0.4405331,0.22026655,-9.720459
55198,android.sensor.accelerometer,-0.45968673,0.18195933,-9.749189
55249,android.sensor.accelerometer,-0.4405331,0.22026655,-9.739613
55299,android.sensor.rotation_vector,-0.648712,0.76063,0.022579,0.010186,0.0
55351,android.sensor.game_rotation_vector,0.497981,0.866816,-0.002176,0.025292
55403,android.sensor.orientation,99.1,-178.79,-2.55
55458,android.sensor.accelerometer,-0.45010993,0.21068975,-9.749189
55508,android.sensor.accelerometer,-0.4405331,0.21068975,-9.739613
55559,android.sensor.accelerometer,-0.4405331,0.23942018,-9.758766
55608,android.sensor.accelerometer,-0.45010993,0.22026655,-9.758766
55659,android.sensor.gravity,-0.44329998,0.2101,-9.7943
55710,android.sensor.game_rotation_vector,0.497982,0.866823,-0.002319,0.024992
55761,android.sensor.game_rotation_vector,0.497986,0.866824,-0.002092,0.024897
55812,android.sensor.orientation,99.1,-178.79,-2.62
55863,android.sensor.orientation,99.1,-178.79,-2.62
55918,android.sensor.accelerometer,-0.4309563,0.25857377,-9.720459
55968,android.sensor.accelerometer,-0.7278373,0.17238252,-9.672575
56018,android.sensor.accelerometer,-0.6991069,0.1340753,-9.576807
56068,android.sensor.accelerometer,-0.46926352,0.02873042,-9.615114
56118,android.sensor.accelerometer,-0.50757074,0.02873042,-9.624691
56171,android.sensor.game_rotation_vector,0.49855,0.866264,-0.006124,0.031551
56223,android.sensor.accelerometer,-2.183512,-0.5554548,-10.5440645
56278,android.sensor.accelerometer,0.32561144,-0.047884032,-9.80665
56328,android.sensor.accelerometer,2.4612393,0.15322891,-8.063671
56378,android.sensor.accelerometer,0.076614454,-0.038307227,-11.070788
56428,android.sensor.accelerometer,-0.79487497,2.3463178,-14.633361
56478,android.sensor.accelerometer,0.545878,1.8770541,-12.469003
56528,android.sensor.accelerometer,4.1180267,1.8195933,-11.453861
56579,android.sensor.geomagnetic_rotation_vector,0.409101,-0.892138,0.032162,0.188917,0.0
56631,android.sensor.rotation_vector,0.297836,-0.90221,0.076694,0.30237,0.0
56684,android.sensor.magnetic_field_uncalibrated,75.3125,185.0,203.25,129.75,169.3125,180.5
56738,android.sensor.accelerometer,9.481039,-3.6870706,6.895301
56788,android.sensor.accelerometer,11.166556,-4.912902,8.829816
56838,android.sensor.accelerometer,2.384625,-5.4204726,8.39886
56888,android.sensor.accelerometer,3.122039,-3.6104562,6.244078
56939,android.sensor.accelerometer,-0.1436521,-2.6719291,4.644751
56990,android.sensor.rotation_vector,-0.027682,0.026366,0.212779,0.976352,0.0
57041,android.sensor.gyroscope_uncalibrated,2.1832323,0.87964594,1.2669345,0.010995574,0.04886922,-0.0012217305
57096,android.sensor.orientation,328.28,-10.38,-6.14
57148,android.sensor.accelerometer,0.6895301,1.7429788,6.397307
57198,android.sensor.accelerometer,1.0151415,2.030283,7.4028716
57249,android.sensor.accelerometer,0.82360536,2.0973208,6.9623384
57301,android.sensor.game_rotation_vector,0.129193,-0.054147,-0.764443,0.629287
57359,android.sensor.accelerometer,0.545878,1.934515,8.6574335
57409,android.sensor.geomagnetic_rotation_vector,0.116262,0.034904,0.588637,0.799231,0.0
57461,android.sensor.game_rotation_vector,0.125656,-0.057397,-0.67143,0.728077
57511,android.sensor.game_rotation_vector,0.129707,-0.059901,-0.636514,0.757916
57563,android.sensor.orientation,284.58,-17.869999,-0.84999996
57620,android.sensor.accelerometer,2.1164744,2.9017725,10.333375
57669,android.sensor.geomagnetic_rotation_vector,0.18533,0.044466,0.735698,0.649941,0.0
57721,android.sensor.game_rotation_vector,0.192377,-0.1012,-0.51068,0.831838
57772,android.sensor.orientation,271.46,-29.67,-1.3299999
57822,android.sensor.gyroscope,1.2009611,0.72082096,0.17104226
57878,android.sensor.accelerometer,0.25857377,11.415554,6.1387334
57928,android.sensor.accelerometer,-1.4173675,10.726024,7.1347213
57978,android.sensor.accelerometer,-1.685518,9.481039,8.896853
58031,android.sensor.game_rotation_vector,0.30092,-0.084698,-0.460502,0.83078897
58085,android.sensor.orientation,270.0,-36.95,-8.38
58139,android.sensor.accelerometer,-1.5993267,5.535394,3.2848446
58189,android.sensor.accelerometer,-2.0015526,4.9799395,1.9249382
58242,android.sensor.game_rotation_vector,0.410128,-0.053871,-0.45371,0.789328
58295,android.sensor.orientation,270.11,-51.84,-17.48
58349,android.sensor.accelerometer,-3.8115692,6.6079965,6.5218053
58398,android.sensor.accelerometer,-3.8402996,6.531382,7.28795
58448,android.sensor.geomagnetic_rotation_vector,0.142655,0.335465,0.621957,0.693022,0.0
58501,android.sensor.game_rotation_vector,0.358983,-0.016015,-0.409817,0.838405
58551,android.sensor.game_rotation_vector,0.335274,-0.00364,-0.39103,0.85713
58606,android.sensor.orientation,262.55,-30.21,-14.7699995
58659,android.sensor.accelerometer,-2.5187001,4.0222588,7.7667904
58708,android.sensor.accelerometer,-1.043872,4.1276035,9.873688
58761,android.sensor.game_rotation_vector,0.227484,0.049177,-0.309017,0.922139
58811,android.sensor.magnetic_field_uncalibrated,152.8125,150.625,148.4375,126.0625,170.5,183.75
58863,android.sensor.orientation,255.64,-23.55,-7.8599997
58913,android.sensor.orientation,255.18999,-23.519999,-4.35
58971,android.sensor.accelerometer,-1.2641385,0.8523358,10.46745
59018,android.sensor.accelerometer,0.02873042,-0.82360536,8.590396
59068,android.sensor.accelerometer,0.81402856,0.32561144,8.772355
59118,android.sensor.accelerometer,-0.8523358,1.4173675,8.025364
59172,android.sensor.game_rotation_vector,0.043226,-0.033718,-0.303108,0.951377
59223,android.sensor.gyroscope,1.8936822,3.2607987,-1.0567969
59280,android.sensor.accelerometer,-1.9536686,1.0247183,10.649409
59328,android.sensor.accelerometer,0.33518824,-0.47884035,9.251195
59378,android.sensor.geomagnetic_rotation_vector,-0.043686,0.025071,0.886711,0.459572,0.0
59430,android.sensor.game_rotation_vector,0.081346,0.029183,-0.371921,0.924232
59481,android.sensor.game_rotation_vector,0.080549,0.034668,-0.37073,0.924591
59533,android.sensor.orientation,260.62,-8.91,-8.19
59584,android.sensor.game_rotation_vector,0.111624,0.037368,-0.363192,0.924248
59638,android.sensor.accelerometer,-1.4460979,1.9728222,9.902418
59683,android.sensor.game_rotation_vector,0.113005,0.024042,-0.3519,0.92888
59741,android.sensor.game_rotation_vector,0.125013,0.026930999,-0.342002,0.930956
59790,android.sensor.gyroscope_uncalibrated,-0.080634214,0.61086524,0.18081611,0.010995574,0.04886922,-0.0012217305
59841,android.sensor.gyroscope_uncalibrated,-0.032986723,-0.17104226,-0.013439035,0.010995574,0.04886922,-0.0012217305
59893,android.sensor.orientation,255.08,-13.799999,-8.79
59949,android.sensor.accelerometer,-1.5035586,2.6431987,9.921572
59998,android.sensor.accelerometer,-1.283292,2.719813,9.873688
60049,android.sensor.accelerometer,-1.4652514,3.016694,9.442732
60102,android.sensor.game_rotation_vector,0.169703,0.003194,-0.330249,0.928507
60153,android.sensor.orientation,254.26999,-21.43,-7.69
60205,android.sensor.orientation,254.70999,-18.64,-9.79
60258,android.sensor.accelerometer,-1.340753,2.7964275,10.01734
60308,android.sensor.accelerometer,-0.2873042,3.074155,10.658986
60358,android.sensor.accelerometer,-1.0821792,2.5761611,7.9391727
60408,android.sensor.accelerometer,-1.9536686,0.6895301,9.088389
60461,android.sensor.game_rotation_vector,0.061518,0.005326,-0.381356,0.922363
60510,android.sensor.game_rotation_vector,0.036552,-0.004232,-0.394236,0.918272
60561,android.sensor.gyroscope_uncalibrated,0.5546656,-0.17837265,-0.32498032,0.010995574,0.04886922,-0.0012217305
60612,android.sensor.orientation,264.5,-8.86,-1.17
60669,android.sensor.accelerometer,-0.019153614,1.3790601,9.653421
60718,android.sensor.accelerometer,0.36391866,2.6240451,8.7053175
60768,android.sensor.accelerometer,0.41180268,-0.51714754,8.916007
60818,android.sensor.accelerometer,0.25857377,2.2026656,11.473015
60868,android.sensor.accelerometer,0.1340753,1.7238252,10.084377
60920,android.sensor.geomagnetic_rotation_vector,0.05037,0.108674,0.754105,0.645737,0.0
60971,android.sensor.game_rotation_vector,0.096672,-0.03358,-0.397851,0.911724
61023,android.sensor.orientation,261.69,-12.82,-0.13
61075,android.sensor.orientation,261.5,-12.38,0.81
61128,android.sensor.accelerometer,0.8619126,2.3463178,11.224017
61178,android.sensor.accelerometer,0.59376204,2.2218192,9.739613
61228,android.sensor.accelerometer,-0.24899697,1.5227122,9.346964
61278,android.sensor.accelerometer,0.009576807,1.8483237,7.9966335
61330,android.sensor.game_rotation_vector,0.097097,-0.053362,-0.403089,0.908428
61382,android.sensor.game_rotation_vector,0.095775,-0.047864,-0.400789,0.909892
61431,android.sensor.gyroscope,-0.65240407,0.13439035,0.22968534
61484,android.sensor.magnetic_field_uncalibrated,142.5625,157.1875,141.8125,126.0625,170.5,183.75
61539,android.sensor.accelerometer,-0.095768064,1.685518,9.902418
61588,android.sensor.accelerometer,-0.6799533,1.7238252,9.950302
61638,android.sensor.accelerometer,0.20111294,1.8387469,8.025364
61689,android.sensor.linear_acceleration,0.102699995,0.23079999,-0.52889997
61740,android.sensor.accelerometer,-0.05746084,2.1739352,9.749189
61790,android.sensor.gravity,0.048499998,2.145,9.568999
61843,android.sensor.orientation,259.0,-12.42,0.62
61898,android.sensor.accelerometer,-0.20111294,1.8579005,9.959879
61948,android.sensor.accelerometer,-0.1436521,1.9919758,9.883265
61998,android.sensor.accelerometer,0.047884032,2.2697031,9.097966
62052,android.sensor.accelerometer,-0.06703765,2.2122424,9.720459
62101,android.sensor.game_rotation_vector,0.100696,-0.033065,-0.387933,0.915573
62158,android.sensor.accelerometer,-0.59376204,1.8483237,10.429143
62208,android.sensor.accelerometer,-0.29688102,2.0494366,8.724471
62259,android.sensor.accelerometer,-0.1436521,2.0494366,9.864111
62308,android.sensor.accelerometer,-0.80445176,2.27928,7.5082164
62358,android.sensor.accelerometer,0.90021986,1.4460979,12.162544
62408,android.sensor.accelerometer,0.7086837,1.4939818,10.793061
62461,android.sensor.accelerometer,0.46926352,2.135628,7.97748
62509,android.sensor.accelerometer,-0.545878,1.9919758,9.423578
62560,android.sensor.game_rotation_vector,0.0678,-0.012146,-0.379815,0.922494
62616,android.sensor.game_rotation_vector,0.070361,-0.017363999,-0.381678,0.921449
62662,android.sensor.gyroscope,-0.14294247,-0.07941248,-0.1441642
62718,android.sensor.accelerometer,0.19153613,1.7429788,11.15698
62768,android.sensor.accelerometer,-1.3599066,1.1300632,10.812215
62818,android.sensor.accelerometer,-0.4213795,2.1164744,6.7708025
-62866,sound,53.44195715871435
62919,android.sensor.accelerometer,-0.019153614,2.0398598,10.6877165
62968,android.sensor.accelerometer,-0.35434186,1.7812861,10.170568
63018,android.sensor.accelerometer,-0.20111294,1.8387469,8.839393
63068,android.sensor.linear_acceleration,0.1591,0.0734,-0.4041
63121,android.sensor.game_rotation_vector,0.081515,-0.025993,-0.380067,0.920993
